family_id,split,role,interp_index,text,label,example_id,family_size,is_clean_family
train-00008,train,interpretation,2,not everyone is as unlucky as me i get to spend all summer on a big gray cruise ship wooooo,not_sarcastic,train-00008-interp2,5,True
train-00008,train,interpretation,3,i am not lucky at all,not_sarcastic,train-00008-interp3,5,True
train-00008,train,interpretation,4,my summer holidays suck i get to spend it all on a big grey cruise ship,not_sarcastic,train-00008-interp4,5,True
train-00008,train,interpretation,5,luck is not on my side i have to spend all summer on a big grey cruise ship,not_sarcastic,train-00008-interp5,5,True
train-00009,train,original,0,just bullshitting around until i am doing great,sarcastic,train-00009-orig,5,True
train-00009,train,interpretation,1,just getting so serious until i am doing great,not_sarcastic,train-00009-interp1,5,True
train-00009,train,interpretation,2,just bullshitting around until i am become undignified,not_sarcastic,train-00009-interp2,5,True
train-00009,train,interpretation,3,i feel bed,not_sarcastic,train-00009-interp3,5,True
train-00009,train,interpretation,4,i am so bored,not_sarcastic,train-00009-interp4,5,True
train-00009,train,interpretation,5,just bullshitting around until i am doing great,not_sarcastic,train-00009-interp5,5,True
train-00010,train,original,0,oh i've not realized that my father was the infallible god my whole life how amazing,sarcastic,train-00010-orig,5,True
train-00010,train,interpretation,1,oh i have realized that my father was the infallible god how amazing,not_sarcastic,train-00010-interp1,5,True
train-00010,train,interpretation,2,oh lord i've not realized that my father was fallible my whole life how shocking,not_sarcastic,train-00010-interp2,5,True
train-00010,train,interpretation,3,in my whole life i always felt that my father was the infallible god,not_sarcastic,train-00010-interp3,5,True
train-00010,train,interpretation,4,i knew that my whole life depended on my father,not_sarcastic,train-00010-interp4,5,True
train-00010,train,interpretation,5,it is not amazing how my father acts like the infallible god of my whole life,not_sarcastic,train-00010-interp5,5,True
train-00011,train,original,0,really don't know what i'd do without you,sarcastic,train-00011-orig,5,True
train-00011,train,interpretation,1,truly i will do just fine without you,not_sarcastic,train-00011-interp1,5,True
train-00011,train,interpretation,2,wow at least i can work comfortably without you,not_sarcastic,train-00011-interp2,5,True
train-00011,train,interpretation,3,i'd feel better without you,not_sarcastic,train-00011-interp3,5,True
train-00011,train,interpretation,4,i can comfortably do without you,not_sarcastic,train-00011-interp4,5,True
train-00011,train,interpretation,5,i am doing great without you,not_sarcastic,train-00011-interp5,5,True
train-00012,train,original,0,no text no watsapp no new mail in my mail box wen i got up in the morning what's happening to this world or am i unfriendly ?,sarcastic,train-00012-orig,5,True
train-00012,train,interpretation,1,a lot of text a lot of whatsapp a many new mail in my mail box wen i got up in the morning what a world or am i so friendly ?,not_sarcastic,train-00012-interp1,5,True
train-00012,train,interpretation,2,no text no watsapp no new mail in my mail box wen i got up in the morning what's happening to this world or am i unfriendly ?,not_sarcastic,train-00012-interp2,5,True
train-00012,train,interpretation,3,no text no watsapp no new mail in my mail box wen i got up in the morning it is interesting but pleasant,not_sarcastic,train-00012-interp3,5,True
train-00012,train,interpretation,4,how friendly am i that all my social accounts are full of new messages,not_sarcastic,train-00012-interp4,5,True
train-00012,train,interpretation,5,not surprised that i have woken up to zero notifications on my phone i am not friendly,not_sarcastic,train-00012-interp5,5,True
train-00013,train,original,0,oh yay looks like australia is heading to the election booth early july here comes 8 annoying weeks of campaigning,sarcastic,train-00013-orig,5,True
train-00013,train,interpretation,1,oh no looks like australia is heading to the election booth early july here comes 8 annoying weeks of campaigning,not_sarcastic,train-00013-interp1,5,True
train-00013,train,interpretation,2,oh yay looks like australia is heading to the election booth early july here come 8 interesting weeks of campaigning,not_sarcastic,train-00013-interp2,5,True
train-00013,train,interpretation,3,oh my god it's horrible looks like australia is heading to the election booth early july here comes 8 annoying weeks of campaigning,not_sarcastic,train-00013-interp3,5,True
train-00013,train,interpretation,4,australia s 8 weeks of election campaign will be annoying,not_sarcastic,train-00013-interp4,5,True
train-00013,train,interpretation,5,what a bummer that australia will be heading to the election booth early july here comes 8 annoying weeks of campaigning,not_sarcastic,train-00013-interp5,5,True
train-00014,train,original,0,yeah uber and lyft are overrated in a traffic nightmare urban sprawl city like austin government oversight wins,sarcastic,train-00014-orig,5,True
train-00014,train,interpretation,1,yeah uber and lyft are overrated in a traffic nightmare urban sprawl city like austin government oversight lose,not_sarcastic,train-00014-interp1,5,True
train-00014,train,interpretation,2,yeah uber and lyft are overrated in a traffic nightmare urban sprawl city like austin government oversight loses,not_sarcastic,train-00014-interp2,5,True
train-00014,train,interpretation,3,yeah uber and lyft are overrated in a traffic nightmare urban sprawl city like austin government oversight fails,not_sarcastic,train-00014-interp3,5,True
train-00014,train,interpretation,4,uber and lyft are underrated in a traffic nightmare urban sprawl city like austin government oversight loses,not_sarcastic,train-00014-interp4,5,True
train-00014,train,interpretation,5,in a traffic nightmare urban sprawl city like austin uber and lyft are overrated the government's oversight is unfortunate,not_sarcastic,train-00014-interp5,5,True
train-00015,train,original,0,embarrassing yourself to a well respected business owner is a great way to start networking,sarcastic,train-00015-orig,5,True
train-00015,train,interpretation,1,presenting yourself well to a well respected business owner is a great way to start networking,not_sarcastic,train-00015-interp1,5,True
train-00015,train,interpretation,2,embarrassing yourself to a well respected business owner is a bad way to start networking,not_sarcastic,train-00015-interp2,5,True
train-00015,train,interpretation,3,the worst way to start networking is to embarrassing yourself to a well respected business owne,not_sarcastic,train-00015-interp3,5,True
train-00015,train,interpretation,4,embarrassing yourself to a wellrespected business owner is the worst way of introducing yourself,not_sarcastic,train-00015-interp4,5,True
train-00015,train,interpretation,5,it is awful to start networking by embarrassing yourself to a well respected business owner,not_sarcastic,train-00015-interp5,5,True
train-00016,train,original,0,hey maybe we can get back kei,sarcastic,train-00016-orig,5,True
train-00016,train,interpretation,1,hey we cant get back kei,not_sarcastic,train-00016-interp1,5,True
train-00016,train,interpretation,2,hey we'll never get back kei,not_sarcastic,train-00016-interp2,5,True
train-00016,train,interpretation,3,we cannot get kei back,not_sarcastic,train-00016-interp3,5,True
train-00016,train,interpretation,4,hey it would be great if you could get rid of kei,not_sarcastic,train-00016-interp4,5,True
train-00016,train,interpretation,5,hey lets not get kei back,not_sarcastic,train-00016-interp5,5,True
train-00017,train,original,0,nothing beats watering 8000 sqft of new sod can't think of anything i'd rather be doing on a saturday night,sarcastic,train-00017-orig,5,True
train-00017,train,interpretation,1,nothing beats watering 8000 sqft of new sod have better things to do with my time,not_sarcastic,train-00017-interp1,5,True
train-00017,train,interpretation,2,nothing worse than watering 8000 sqft of new sod can't think of anything i'd rather be doing on a saturday night,not_sarcastic,train-00017-interp2,5,True
train-00017,train,interpretation,3,watering 8000 sqft of new sod is a horrible way to spend saturday night,not_sarcastic,train-00017-interp3,5,True
train-00017,train,interpretation,4,i don t have a choice but to water 8000 sqft of new sod on a saturday night,not_sarcastic,train-00017-interp4,5,True
train-00017,train,interpretation,5,there are a lot of things i would rather be doing on a saturday night than watering 8000 sqft of new sod it is the worst,not_sarcastic,train-00017-interp5,5,True
train-00018,train,original,0,yeah let's sit murray next game he's the only thing keeping us from going down any more goals right now,sarcastic,train-00018-orig,5,True
train-00018,train,interpretation,1,not interested in murray next game he's the only thing bringing us down,not_sarcastic,train-00018-interp1,5,True
train-00018,train,interpretation,2,yeah let's sit murray next game he's the only thing that makes us concede more goals,not_sarcastic,train-00018-interp2,5,True
train-00018,train,interpretation,3,if we sit murrey next game there will be noone else who will keep us from going down any more goals right now,not_sarcastic,train-00018-interp3,5,True
train-00018,train,interpretation,4,murray has been the greatest failure in this team he should be evicted,not_sarcastic,train-00018-interp4,5,True
train-00018,train,interpretation,5,sitting murray next game will not stop us from going down any more goals right now,not_sarcastic,train-00018-interp5,5,True
train-00019,train,original,0,wow these calls aren't one sided or anything fuck the refs fuck the caps,sarcastic,train-00019-orig,5,True
train-00019,train,interpretation,1,shit these calls are one sided fuck the refs fuck the caps,not_sarcastic,train-00019-interp1,5,True
train-00019,train,interpretation,2,oh no these calls are onesided fuck the refs fuck the caps,not_sarcastic,train-00019-interp2,5,True
train-00019,train,interpretation,3,wow these calls aren't one sided or anything the refs and the caps have nothing to do with them,not_sarcastic,train-00019-interp3,5,True
train-00019,train,interpretation,4,these calls are one sided i am screwed,not_sarcastic,train-00019-interp4,5,True
train-00019,train,interpretation,5,wow these calls are so one sided fuck the refs fuck the caps,not_sarcastic,train-00019-interp5,5,True
train-00020,train,original,0,oh wow thanks for invite i totally didn't ask you to hang out this weekend or anything,sarcastic,train-00020-orig,5,True
train-00020,train,interpretation,1,oh wow thanks for invite i totally did ask you to hang out this weekend,not_sarcastic,train-00020-interp1,5,True
train-00020,train,interpretation,2,i'm sorry to turn down the invite i wished you aren't hanging out this weekend,not_sarcastic,train-00020-interp2,5,True
train-00020,train,interpretation,3,oh wow thanks for the invite i was always asking you to hang out this weekend,not_sarcastic,train-00020-interp3,5,True
train-00020,train,interpretation,4,thanks for the invite but am definitely not interested,not_sarcastic,train-00020-interp4,5,True
train-00020,train,interpretation,5,so you didn t send me an invite even after i asked you to hang out this weekend ?,not_sarcastic,train-00020-interp5,5,True
train-00021,train,original,0,s o to the girl that tripped me during 100 m hurdles amp didn't apologize my ankle feels great btw,sarcastic,train-00021-orig,5,True
train-00021,train,interpretation,1,s o to the girl that tripped me during 100 m hurdles amp didn't apologize my ankle hurt's badly btw,not_sarcastic,train-00021-interp1,5,True
train-00021,train,interpretation,2,damn imgn the girl tripped me during 100 m hurdles amp didn't apologize my ankle feels sad btw,not_sarcastic,train-00021-interp2,5,True
train-00021,train,interpretation,3,s o to the girl that tripped me during 100 m hurdles amp didn't apologize my ankle feels awful,not_sarcastic,train-00021-interp3,5,True
train-00021,train,interpretation,4,my ankle hurts after being tripped by an ignorant girl during 100 m hurdles amp,not_sarcastic,train-00021-interp4,5,True
train-00021,train,interpretation,5,to the girl who tripped me during 100 m hurdles and did not apologize my ankle really hurts,not_sarcastic,train-00021-interp5,5,True
train-00022,train,original,0,hate fuelled insomnia is the best,sarcastic,train-00022-orig,5,True
train-00022,train,interpretation,1,hate fuelled insomnia is the worst,not_sarcastic,train-00022-interp1,5,True
train-00022,train,interpretation,2,hate fuelled insomnia is the worst,not_sarcastic,train-00022-interp2,5,True
train-00022,train,interpretation,3,hate fuelled insomnia is the worst,not_sarcastic,train-00022-interp3,5,True
train-00022,train,interpretation,4,hate fuelled insomnia is definitely the worst,not_sarcastic,train-00022-interp4,5,True
train-00022,train,interpretation,5,there is nothing as bad as hate fuelled insomnia,not_sarcastic,train-00022-interp5,5,True
train-00023,train,original,0,another junior report i just love those things,sarcastic,train-00023-orig,5,True
train-00023,train,interpretation,1,another junior report i hate those things,not_sarcastic,train-00023-interp1,5,True
train-00023,train,interpretation,2,another junior report i just hate those things,not_sarcastic,train-00023-interp2,5,True
train-00023,train,interpretation,3,i hate junior reports,not_sarcastic,train-00023-interp3,5,True
train-00023,train,interpretation,4,i definitely hate things to do with junior reports,not_sarcastic,train-00023-interp4,5,True
train-00023,train,interpretation,5,here is another one of those junior reports that i hate so much,not_sarcastic,train-00023-interp5,5,True
train-00024,train,original,0,chikfila is always so generous with their ketchup,sarcastic,train-00024-orig,5,True
train-00024,train,interpretation,1,chikfila is not generous with their ketchup,not_sarcastic,train-00024-interp1,5,True
train-00024,train,interpretation,2,chikfila is always so mean with their ketchup,not_sarcastic,train-00024-interp2,5,True
train-00024,train,interpretation,3,chikfila should give more ketchup,not_sarcastic,train-00024-interp3,5,True
train-00024,train,interpretation,4,chikfila is always unkind when it comes to sharing their ketchup,not_sarcastic,train-00024-interp4,5,True
train-00024,train,interpretation,5,they never give you enough ketchup at chikfila,not_sarcastic,train-00024-interp5,5,True
train-00025,train,original,0,i was so excited to be done with finals but forgot how exciting saturday's are here,sarcastic,train-00025-orig,5,True
train-00025,train,interpretation,1,i was so excited to be done with finals but forgot how boring saturday's are here,not_sarcastic,train-00025-interp1,5,True
train-00025,train,interpretation,2,i was so excited to be done with finals but forgot how excruciating saturday's are here,not_sarcastic,train-00025-interp2,5,True
train-00025,train,interpretation,3,i was so excited to be done with finals but forgot how boring saturday's are here,not_sarcastic,train-00025-interp3,5,True
train-00025,train,interpretation,4,i was so excited to be done with finals but forgot how boring saturdays are over here,not_sarcastic,train-00025-interp4,5,True
train-00025,train,interpretation,5,i was so excited to be done with finals unfortunately saturdays are not exciting over here,not_sarcastic,train-00025-interp5,5,True
train-00026,train,original,0,hey hi i'm here to look pretty and insult your intelligence insert something insulting to your intelligence and hairflip here,sarcastic,train-00026-orig,5,True
train-00026,train,interpretation,1,hey hi i'm here to look pretty and beat your imagination,not_sarcastic,train-00026-interp1,5,True
train-00026,train,interpretation,2,hey hi i'm here to look ugly and insult your intelligence insert something insulting to your intelligence and hairflip here,not_sarcastic,train-00026-interp2,5,True
train-00026,train,interpretation,3,i am not going to insult your intelligence,not_sarcastic,train-00026-interp3,5,True
train-00026,train,interpretation,4,i am here to criticise your action,not_sarcastic,train-00026-interp4,5,True
train-00026,train,interpretation,5,hey hi i'm here to look pretty and insult your intelligence insert something insulting to your intelligence and hair flip here,not_sarcastic,train-00026-interp5,5,True
train-00027,train,original,0,no you're right danny espinosa was a far better option than ben zobrist,sarcastic,train-00027-orig,5,True
train-00027,train,interpretation,1,no you're wrong danny espinosa was a far better option than ben zobrist,not_sarcastic,train-00027-interp1,5,True
train-00027,train,interpretation,2,no you're wrong ben zobrist was a far better option than danny espinosa,not_sarcastic,train-00027-interp2,5,True
train-00027,train,interpretation,3,no you were wrong danny espinosa was not a far better option than ben zobrist,not_sarcastic,train-00027-interp3,5,True
train-00027,train,interpretation,4,you re definitely wrong you could have chosen ben zobrist instead of danny espinosa,not_sarcastic,train-00027-interp4,5,True
train-00027,train,interpretation,5,no you are not right there is no way danny espinosa is a better option than ben zobrist,not_sarcastic,train-00027-interp5,5,True
train-00028,train,original,0,that's right neighbour flick your cigarette ashes onto the dry grass beside your patio edmonton needs to burn like ft mcmurray,sarcastic,train-00028-orig,5,True
train-00028,train,interpretation,1,that's right neighbour flick your cigarette ashes onto the dry grass beside your patio edmonton needs to burn like ft mcmurray,not_sarcastic,train-00028-interp1,5,True
train-00028,train,interpretation,2,that's wrong neighbour don't flick your cigarette ashes onto the dry grass beside your patio or hence edmonton will burn like ft mcmurray,not_sarcastic,train-00028-interp2,5,True
train-00028,train,interpretation,3,no neighbour don't flick your cigarette ashes onto the dry grass beside your pation edmonton should not burn like ft mcmurray,not_sarcastic,train-00028-interp3,5,True
train-00028,train,interpretation,4,be careful not to flick your cigarette ashes onto the dry grass beside your patio neighbour or edmonton will be burned,not_sarcastic,train-00028-interp4,5,True
train-00028,train,interpretation,5,come on neighbour do not flick your cigarette ashes onto the dry grass beside your patio we don t want edmonton burning like ft mcmurray,not_sarcastic,train-00028-interp5,5,True
train-00029,train,original,0,what joao is playing ? i didn't knew that,sarcastic,train-00029-orig,5,True
train-00029,train,interpretation,1,i knew joao is playing,not_sarcastic,train-00029-interp1,5,True
train-00029,train,interpretation,2,what joao is playing ? who didn't know ?,not_sarcastic,train-00029-interp2,5,True
train-00029,train,interpretation,3,joao plays so bad that one cannot know if he plays or not,not_sarcastic,train-00029-interp3,5,True
train-00029,train,interpretation,4,i already knew that joao was playing,not_sarcastic,train-00029-interp4,5,True
train-00029,train,interpretation,5,of course i knew jao is playing,not_sarcastic,train-00029-interp5,5,True
train-00030,train,original,0,thank you sportscenter for letting me know who won the kentucky derby i was really wondering,sarcastic,train-00030-orig,5,True
train-00030,train,interpretation,1,anyway thank you sportscenter for letting me know who won the kentucky derby i already know,not_sarcastic,train-00030-interp1,5,True
train-00030,train,interpretation,2,thank you sportscenter for letting me know who won the kentucky derby i was really wondering,not_sarcastic,train-00030-interp2,5,True
train-00030,train,interpretation,3,of course i knew who won the kentucky derby,not_sarcastic,train-00030-interp3,5,True
train-00030,train,interpretation,4,thank you sportscenter for letting me know who won the kentucky derby i was really wondering,not_sarcastic,train-00030-interp4,5,True
train-00030,train,interpretation,5,thank you sportscenter for letting me know who won the kentucky derby but it is not like i did not know,not_sarcastic,train-00030-interp5,5,True
train-00031,train,original,0,but since i must never know what i'm talking about,sarcastic,train-00031-orig,5,True
train-00031,train,interpretation,1,but since i knew what i'm talking about,not_sarcastic,train-00031-interp1,5,True
train-00031,train,interpretation,2,but i must know what i'm talking about,not_sarcastic,train-00031-interp2,5,True
train-00031,train,interpretation,3,but since i must always know what i'm talking about,not_sarcastic,train-00031-interp3,5,True
train-00031,train,interpretation,4,but since i must never know what i'm talking about,not_sarcastic,train-00031-interp4,5,True
train-00031,train,interpretation,5,but i know what i am talking about,not_sarcastic,train-00031-interp5,5,True
train-00032,train,original,0,where is our 1000 woodford mint julep bit ? did i miss it ? damn,sarcastic,train-00032-orig,5,True
train-00032,train,interpretation,1,where is our 1000 woodford mint julep bit ? did not get mine,not_sarcastic,train-00032-interp1,5,True
train-00032,train,interpretation,2,where is our 1000 woodford mint julep bit ? did i miss it ? damn,not_sarcastic,train-00032-interp2,5,True
train-00032,train,interpretation,3,where is our 1000 woodford mint julep bit ? did i miss it ? damn,not_sarcastic,train-00032-interp3,5,True
train-00032,train,interpretation,4,where is our 1000 woodford mint julep bit ? did i miss it ? damn,not_sarcastic,train-00032-interp4,5,True
train-00032,train,interpretation,5,where is our 1000 woodford mint julep bit ? did i miss it ? damn,not_sarcastic,train-00032-interp5,5,True
train-00033,train,original,0,jorge navarro is quite the trainer isn't he ? his horses can flat out run,sarcastic,train-00033-orig,5,True
train-00033,train,interpretation,1,jorge navarro is quite the trainer isn't he ? his horses cant make moves,not_sarcastic,train-00033-interp1,5,True
train-00033,train,interpretation,2,jorge navarro is a poor the trainer isn't he ? his horses can flat out run,not_sarcastic,train-00033-interp2,5,True
train-00033,train,interpretation,3,jorge navarro is a bad trainer,not_sarcastic,train-00033-interp3,5,True
train-00033,train,interpretation,4,jorge navarro is a failed trainer his horse can t even flat our run,not_sarcastic,train-00033-interp4,5,True
train-00033,train,interpretation,5,jorge navarro is quite the trainer isn't he ? his horses can flat out run,not_sarcastic,train-00033-interp5,5,True
train-00034,train,original,0,she was only trying to make america great again,sarcastic,train-00034-orig,5,True
train-00034,train,interpretation,1,she was only trying to bring america down again,not_sarcastic,train-00034-interp1,5,True
train-00034,train,interpretation,2,she was only trying to lower the status of america,not_sarcastic,train-00034-interp2,5,True
train-00034,train,interpretation,3,she was doing ridiculous things under the cover ' make america great again ',not_sarcastic,train-00034-interp3,5,True
train-00034,train,interpretation,4,her efforts made america look bad again,not_sarcastic,train-00034-interp4,5,True
train-00034,train,interpretation,5,she wasn't looking to make america great again,not_sarcastic,train-00034-interp5,5,True
train-00035,train,original,0,my no means no it's not yes even in sign language,sarcastic,train-00035-orig,5,True
train-00035,train,interpretation,1,my no means no it's yes even in sign language,not_sarcastic,train-00035-interp1,5,True
train-00035,train,interpretation,2,my all means no it's not yes even in sign language,not_sarcastic,train-00035-interp2,5,True
train-00035,train,interpretation,3,my no is not changeable,not_sarcastic,train-00035-interp3,5,True
train-00035,train,interpretation,4,my no means no,not_sarcastic,train-00035-interp4,5,True
train-00035,train,interpretation,5,my no means no it's not yes even in sign language,not_sarcastic,train-00035-interp5,5,True
train-00036,train,original,0,established routine popsicle bed soup bed popsicle bed i'm super enjoying this whole being really sick thing,sarcastic,train-00036-orig,5,True
train-00036,train,interpretation,1,established routine popsicle bed soup bed popsicle bed i'm super hating this whole being really sick thing,not_sarcastic,train-00036-interp1,5,True
train-00036,train,interpretation,2,established routine popsicle bed soup bed popsicle bed i hate this whole being really sick thing,not_sarcastic,train-00036-interp2,5,True
train-00036,train,interpretation,3,i hate being sick in bed with a soup and popsicle,not_sarcastic,train-00036-interp3,5,True
train-00036,train,interpretation,4,being sick sucks just the routine of popsicle be and soup and vice versa,not_sarcastic,train-00036-interp4,5,True
train-00036,train,interpretation,5,established routine popsicle bed soup bed popsicle bed i am not enjoying this whole being really sick thing at all,not_sarcastic,train-00036-interp5,5,True
train-00037,train,original,0,60 well spent then really,sarcastic,train-00037-orig,5,True
train-00037,train,interpretation,1,60 wastefully spent,not_sarcastic,train-00037-interp1,5,True
train-00037,train,interpretation,2,a 60 squandered then really,not_sarcastic,train-00037-interp2,5,True
train-00037,train,interpretation,3,not well spent 60 pounds,not_sarcastic,train-00037-interp3,5,True
train-00037,train,interpretation,4,60 was poorly spent,not_sarcastic,train-00037-interp4,5,True
train-00037,train,interpretation,5,what a waste of 60,not_sarcastic,train-00037-interp5,5,True
train-00038,train,original,0,can't seem to remember things like that do you but then again you've never done anything bad to me have you ?,sarcastic,train-00038-orig,5,True
train-00038,train,interpretation,1,can't seem to remember things like that do you but then again i remember all your bad deeds,not_sarcastic,train-00038-interp1,5,True
train-00038,train,interpretation,2,can't seem to remember things like that do you ? and yet you've done something bad to me have you ?,not_sarcastic,train-00038-interp2,5,True
train-00038,train,interpretation,3,yes you actually did many bad things to me,not_sarcastic,train-00038-interp3,5,True
train-00038,train,interpretation,4,i have never forgotten the bad things you did to me,not_sarcastic,train-00038-interp4,5,True
train-00038,train,interpretation,5,can't seem to remember things like that do you you know you've done bad things to me before ?,not_sarcastic,train-00038-interp5,5,True
train-00039,train,original,0,thanks nbc for talking as much as possible about the derby during intermission of a hockey game don't preview pitwas or nshsjs,sarcastic,train-00039-orig,5,True
train-00039,train,interpretation,1,thanks nbc for talking as much as possible about the derby during intermission of a hockey game please do preview pitwas or nshsjs,not_sarcastic,train-00039-interp1,5,True
train-00039,train,interpretation,2,bah nbc don't talk very much about the derby during intermission of a hockey game better preview pitwas or nshsjs,not_sarcastic,train-00039-interp2,5,True
train-00039,train,interpretation,3,nbc talked way too much about the derby,not_sarcastic,train-00039-interp3,5,True
train-00039,train,interpretation,4,thanks nbc for being less concerned about the derby during intermission of a hockey game,not_sarcastic,train-00039-interp4,5,True
train-00039,train,interpretation,5,i am not pleased with the way nbc talks a lot about the derby during intermission of a hockey game why can't they preview pitwas or nshsjs,not_sarcastic,train-00039-interp5,5,True
train-00040,train,original,0,all i want is world tour and perfect grades is this too much to ask for ?,sarcastic,train-00040-orig,5,True
train-00040,train,interpretation,1,all i want is world tour and perfect grades is this hard to get ?,not_sarcastic,train-00040-interp1,5,True
train-00040,train,interpretation,2,all i want is world tour and perfect grades this isn't too much to ask for is it ?,not_sarcastic,train-00040-interp2,5,True
train-00040,train,interpretation,3,i know my wishes are unrealistic,not_sarcastic,train-00040-interp3,5,True
train-00040,train,interpretation,4,i was to spend my time on world tour but get good grades in school,not_sarcastic,train-00040-interp4,5,True
train-00040,train,interpretation,5,all i want is world tour and perfect grades and that is not too much to ask for,not_sarcastic,train-00040-interp5,5,True
train-00041,train,original,0,just found my old deviantart profile this is fun,sarcastic,train-00041-orig,5,True
train-00041,train,interpretation,1,just found my old deviantart profile this is not fun,not_sarcastic,train-00041-interp1,5,True
