example_id,category,source_file,raw_id,text,label,dup_group_id,label_conflict
GEN-81,GEN,GEN-sarc-notsarc.csv,81,"actually, it can be proven whether leprechauns, unicorns, the flying spaghetti monster, magical space monkeys and livining care baers, and even god, exists or not.the question of proving a belief seems kinda self-contradictory to me. if something is a fact that can be proven, then your belief about it is irrelevant. likewise, if you believe something, whether there are facts to support it or not, its still your belief. there are people who believe things inn the absence of supporting facts, and sometimes even in the face of opposing facts. the term for that is faithfaith is the belief of something in the absence of evidence. if you have faith in something, proof is irrelevant, or at least it should be",not_sarcastic,373,False
GEN-82,GEN,GEN-sarc-notsarc.csv,82,"I'm not sure what you are saying. Are you saying that you think that theropod dinosaurs should have more feathers than this Sinornithosaurus does? First you claim that the entire forelimb would have been useless, and when shown that it was not you claim that the feathers could not have existed because they would be useless, and now when shown a fossil that shows feathers, you are surprised that there are not more.I suspect that not all of the feathers on this creature are apparent in the fossil.http://research.amnh.org/vertpaleo/feather5.jpg http://research.amnh.org/vertpaleo/feather9a.jpg http://research.amnh.org/vertpaleo/feather11.jpg But there are enough to show that feathered dinosaurs did, in fact exist. Any argument about whether or not is is possible that such creatures existed is moot. It is irrelevant that you feel that such limbs would have been useless. Obviously they were not.So now we return to your original confused and erroneous arguments.",not_sarcastic,3429,False
GEN-83,GEN,GEN-sarc-notsarc.csv,83,"That is the declaration of independence not the constitution.I can go you one better admendment 9 and 10 talk about certain rights retained by the people.Amendment IXThe enumeration in the Constitution, of certain rights, shall not be construed to deny or disparage others retained by the people. Amendment XThe powers not delegated to the United States by the Constitution, nor prohibited by it to the states, are reserved to the states respectively, or to the people.The conservatives would argue that by offering same sex marriage that their persute of happiness is denied by gay people even existing and that they have to look at us.",not_sarcastic,6391,False
GEN-84,GEN,GEN-sarc-notsarc.csv,84,"Right. That certainly explains the many, many versions of Christianity.",not_sarcastic,5511,False
GEN-85,GEN,GEN-sarc-notsarc.csv,85,"The claim that only through a belief in the Biblical God - or any God - can right and wrong be known is completely stupid. 1) Ever hear of humanism? 2) EVEN CHIMPS HAVE A SENSE OF BEING TREATED RIGHTLY OR WRONGLY! AND EVEN CHIMPS HAVE BEEN SEEN TO DO FOR OTHERS WHAT THEY WOULD WANT DONE FOR THEM!EDIT: Excuse, I double checked and I was wrong ... but that's BAD news for the Creationist!EVEN CAPUCHIN MONKEYS - WHICH ARE NOT AS RELATED TO HUMANS AS ARE CHIMPS - HAVE A SENSE OF WHETHER THEY ARE BEING TREATED FAIRLY OR NOT!!!http://www.sciencedaily.com/releases...0918092951.htmChimps take this one step farther by adding into the mix how closely their social bonds are to the other participant. So chimps have a more complex sense of fairness than do capuchin monkeys.http://www.whsc.emory.edu/press_rele...nt_id_seq=2819",not_sarcastic,6593,False
GEN-86,GEN,GEN-sarc-notsarc.csv,86,"Leaving aside for a moment the false construct you're arguing against you should read up...The Pseudo-Problem of Creation in Physical Cosmology by Adolf Grnbaumhttp://www.infidels.org/library/mode...m/problem.html"" As Bondi sees it, the steady-state theory propounded by himself and Thomas Gold in 1948 brings ""the problem of creation . . . within the scope of physical inquiry"" (Ibid.)Although some theories are deemed defunct, such as the one above, your assumptions about such things being outside the scope of science is flawed.",not_sarcastic,4110,False
GEN-88,GEN,GEN-sarc-notsarc.csv,88,But that doesn't help much with calculating the length of a day from actual astronomical observations. Perhaps if we told Freeofthought that the current rate of slowing of the earth is 0.005 sec/year/year. I have no doubt that Freeofthought will misunderstand that number - it is a rate. Just assume that rate has been unchanging even though it hasn't been.A lot of the creationists misunderstanding comes from remarks like the following.,not_sarcastic,1438,False
GEN-89,GEN,GEN-sarc-notsarc.csv,89,Not the way I see it from my experiences. I let the readers decide on their own. ,not_sarcastic,4717,False
GEN-90,GEN,GEN-sarc-notsarc.csv,90,"The interesting thing about the 'quality of life ethic' is that, in a pro-choice framework, it means that we can't degrade anyone's quality of life without their permission. So far from entailing a cull of the elderly, the infirm, the handicapped, and the ugly, the quality of life ethic entails that we cannot kill them off. Each person is entitled to the quality of life that they desire where what they desire does not infringe on other's quality of life. ",not_sarcastic,6655,False
GEN-92,GEN,GEN-sarc-notsarc.csv,92,So?I look into the clouds and see a cow. Clouds aren't telling me to have a steak.,not_sarcastic,6130,False
GEN-94,GEN,GEN-sarc-notsarc.csv,94,"Only approximate and really depends upon what day you start counting, before or after menses.",not_sarcastic,5200,False
GEN-95,GEN,GEN-sarc-notsarc.csv,95,Actually Archie it was neither left nor right. he went after both democrat and republican and took a center tone to the entire issue at hand. Portraying the reality of the suffering of his hometown due to jobs leaving the US and the greed on wall street.,not_sarcastic,276,False
GEN-96,GEN,GEN-sarc-notsarc.csv,96,In your first post. If you are to qualify that by stating I assert that reproduction is not an absolute requirement of life over the ontogeny of an individual then of course reproduction is not essential character of life.,not_sarcastic,3708,False
GEN-97,GEN,GEN-sarc-notsarc.csv,97,Let me explain this to you.You want to stop abortions for someone else. You want to take a womans right to choose away. Where as Jito supporting a womans right to choose does not impose upon your life in any way.You want to stop me from being able to marry this does not effect your life in any way yet has a devastationg effect on my life. The left supports rights while your side want to limit the rights of others.You want to stop me from being able to marry because you have a religious belief against it even though I may have a religious belief that supports it. Therefore you are imposing your religious and moral views on me when I do not share those beliefs.,not_sarcastic,4116,False
GEN-98,GEN,GEN-sarc-notsarc.csv,98,"I think that we've got to draw a line at some point, to demarcate between adult and child. Where ever we do draw it, it will seem, in some situations to be arbitrary. If we made it 20, the question would be why 20 year olds and not 19. Through the years society has determined that by 18 people should have attained enough life experience to form intent and to comprehend that their actions have consequences (at least as it applies to the death penalty, they can be tried as adults w/o death). We don't execute people who can't comprehend the nature of their crimes and society says that, under 18 you can't fully comprehend criminal actions.",not_sarcastic,3203,False
GEN-100,GEN,GEN-sarc-notsarc.csv,100,"So police who are not military and are civilians, unless you are paid by the DOD and come under the geneva Convention you are a civilian period. If you had of paid attention, you should know that it is not the ""standing army"" that is fighting the current wars, it is oath taking militia/civilians from the State National Guards and reserve forces who have taken the same oath many of us have, to protect the Constitution from all enemies both domestic and foreign. That is not to say that only those people are the militia either!Can you name one successful government that has ever won a guerrilla war? Russia fought in Afghanistan for how long before it limped back home?",not_sarcastic,5811,False
GEN-102,GEN,GEN-sarc-notsarc.csv,102,Since they are issued by the military I would think so. ,not_sarcastic,5629,False
GEN-103,GEN,GEN-sarc-notsarc.csv,103,So I am not intitled to my opinions? Your statement is so ironic because it seems that others also suffer from pot and kettleism and don't realize it.,not_sarcastic,5717,True
GEN-104,GEN,GEN-sarc-notsarc.csv,104,"Just as you were stating that it was not as an example, so was I stating that it was to me as an example. So, your reasoning that we can know if it is or is not a person is because people disagree on whether or not it is? That theory could use a bit more explanation.",not_sarcastic,4024,False
GEN-105,GEN,GEN-sarc-notsarc.csv,105,Oh never mind that such a condition would be toxic...not to mention that no ice cores support such magical ideas.,not_sarcastic,4873,False
GEN-106,GEN,GEN-sarc-notsarc.csv,106,"You do not have a right to drive. No one does. Driving is not a right. The state does not owe it to you to give you a license to drive. The activity of driving is a priveldge granted by the state, not a right.Rights are not regulated by government. You have them and no earthly authority can take it away from you. The state never gave me my rights, I already had them, nor do I have to ask for permission to exercise them.",not_sarcastic,8676,False
GEN-107,GEN,GEN-sarc-notsarc.csv,107,And there are plenty of people who smoke who don't develop lung cancer. You're cherry picking.,not_sarcastic,815,False
GEN-109,GEN,GEN-sarc-notsarc.csv,109,"There's no adding of firearms going on, because they're already there! The criminals have them, that's a hard fact of life that can't ever be changed. Deal with it. What we want is for the intended victims to be on equal footing with the bad guys. There's nothing unreasonable about that.",not_sarcastic,6874,False
GEN-110,GEN,GEN-sarc-notsarc.csv,110,"Many of the gun hating crowd also own guns. It's the elitism belief, that they're superior to all humans and thus deserve to be armed, while everyone else in the world should be unarmed and bow before them as if they're gods.",not_sarcastic,4268,False
GEN-111,GEN,GEN-sarc-notsarc.csv,111,I'm glad you made the same correlation I did. ToE is a substitute for #### in this case.,not_sarcastic,3387,False
GEN-112,GEN,GEN-sarc-notsarc.csv,112,"You have ignored a third option, my denier of all that is right and good. That third option is the one you atheists and secular humanists refuse to consider, and that is that God spoke the stars into creation at the same time as Genesis says He spoke everything into existence in 6 days time as Genesis declares. What is dishonest and deceptive about your position is to then extrapolate from that info that it is God who is being deceptive. It is like saying that because you reject the gospel of Jesus as I accurately and honestly share it with you, that it is me lying about that gospel because you have rejected it. It is the most irrational and dishonest reasoning possible, yet it defines the way your minds work. emoticonXDonno",not_sarcastic,8728,False
GEN-114,GEN,GEN-sarc-notsarc.csv,114,"And I think that if I fall off a tall cliff, I'll die. Does that mean that gravity and science are either evil or incorrect?",not_sarcastic,665,False
GEN-115,GEN,GEN-sarc-notsarc.csv,115,"So country by country, the world is going to hell in a hand basket. And this pleases you, why? emoticonXFrazzled",not_sarcastic,5680,False
GEN-118,GEN,GEN-sarc-notsarc.csv,118,"And justifiably. If you don't see the problem, then you are the problem. The proposed revisions is typical YEC banter about ""evolution is a theory"" - without making it clear what a theory is. ""Teach all sides of the question."" That's code for teaching ""creation theory"" or ID. Does that mean that in geography class the teachers should present a flat earth as a reasonable alternative? How about the earth as the center of the universe? No? I am all for teaching well supported theories that are not in agreement with the mainstream, but ID or creationism aren't them.",not_sarcastic,710,False
GEN-119,GEN,GEN-sarc-notsarc.csv,119,"From a book review of BETTER FOR ALL THE WORLD: The Secret History of Forced Sterilization and America's Quest for Racial Purity by Harry Bruinius:http://www.nytimes.com/2006/02/26/bo...w/26satel.htmlHmmm, Teddy Roosevelt, Winston Churchill, the Rockefeller foundations, millions of Americans, the State of Indiana. . . all these embraced the concept of EUGENICS.Interesting, yes?",not_sarcastic,2095,False
GEN-120,GEN,GEN-sarc-notsarc.csv,120,If you truly believe this then I think you need to re-read your posts and put yourself in the shoes of those on the receiving end. ,not_sarcastic,3652,False
GEN-122,GEN,GEN-sarc-notsarc.csv,122,"No it's not. Wouldn't it be nice if you knew enough to differentiate between theory, evidence and definition.[/quote]Ha! Now, however, genes are ""losing their glitter.""[/quote]I wasn't aware that they glittered. What are you talking about?",not_sarcastic,4477,False
GEN-123,GEN,GEN-sarc-notsarc.csv,123,"So, you got your tubes tied because ""With womens right's getting shredded in the debate over abortion, fewer and fewer women are going to want to even risk have sex with men at all. It'll cause a wave of abstinence and imprisonment that will cut succesive generations in half. That'll even further errode the solvancy of social security."" Why would one get their tubes tied if they were swearing off men? emoticonXConfused And do you really believe the rest of the load about imprisonment and SS solvancy erosion, too? emoticonXRolleyes",not_sarcastic,6102,False
GEN-125,GEN,GEN-sarc-notsarc.csv,125,"Well for what it's worth, the police prefer to use AR-15 Carbines, MP-5 9mms, and either Mossberg or Remington 12ga when they are serving a no-knock warrant on your house (or the wrong house next door) in the middle of then night. And the AK may be a bit much for home use, as the 7.62 would way over-penetrate the walls and hit the neighbors houses (or the neighbors.) Hope that helped.",not_sarcastic,7321,False
GEN-126,GEN,GEN-sarc-notsarc.csv,126,"I think I posted that awhile ago. Its huge BS. Thats like saying ""Civil rights hurt blacks"". Even though abortion may have some unwated side affects, its no where near the emotional and physical pain and suffering for the rest of your life than a forced pregnancy. Just goes to show that the pro-life movement is desperate.",not_sarcastic,3166,False
GEN-128,GEN,GEN-sarc-notsarc.csv,128,"You know something is wrong with this world when people start calling embryos and non-sentient life forms victims and referring to martin Luther King Jr. to justify their views. It seems today that anyone that shows any decency or slight intelligence or common sense is labeled a radical leftist. Man, the republicans are getting desperate when you see them trying to equate embryos to men using MLK.",not_sarcastic,8763,False
GEN-129,GEN,GEN-sarc-notsarc.csv,129,But doesn't Genesis imply that creation occured in one 7-day period (though the days could be symbollic)?,not_sarcastic,1366,False
GEN-130,GEN,GEN-sarc-notsarc.csv,130,"I think a free society works better by saying ""You have to have at least a certain variety to give your customers a choice in products"". Businesses should have the restrictions, not private citizens.",not_sarcastic,3155,False
GEN-131,GEN,GEN-sarc-notsarc.csv,131,"Well I think that god must be a bit confused since he also says....Now therefore kill every male among the little ones, and kill every woman that hath known man by lying with him. But all the women children, that have not known a man by lying with him, keep alive for yourselves.  Numbers 31:17-18He doesn't seem to mind at least some retroactive abortions....",not_sarcastic,7342,False
GEN-132,GEN,GEN-sarc-notsarc.csv,132,"A master baiter like you should present your thesis to be taken seriously, you haven't and you aren't. ",not_sarcastic,230,False
GEN-133,GEN,GEN-sarc-notsarc.csv,133,"So what is your point? Are you claiming that the tenets of christianity are in doubt because the several thousand denominations hold contradictory views? Science proceeds by challenges and contradictions. Contradiction in science is not evidence of doubt but evidence of a field of advance. In religion, it is without question, a matter of the veracity of the ultimate truth. Which of the thousands of christian faiths hold the truth?",not_sarcastic,5906,False
GEN-134,GEN,GEN-sarc-notsarc.csv,134,"First off, define ""government funded"". The FBI? The CIA? Other federal law enforcement agencies? The military? All vital government entities that are and should be armed. The fact that governments around the world have killed their own citizens after disarming them does not mean that they should not be armed, it means that the citizens should not be disarmed. Think of what our country would have become over the last 100 years without an armed government.",not_sarcastic,2058,False
GEN-135,GEN,GEN-sarc-notsarc.csv,135,"There is a point, however, that the fetal lung is not mature enough to survive outside the womb even with mechanical assistance. So, unless our technology will be pretty radically different in the future, it isn't about getting it out, it's about it not surviving when it is out.",not_sarcastic,6840,False
GEN-136,GEN,GEN-sarc-notsarc.csv,136,"No, neither am I suggesting that illegality makes something immoral. Legality and morality are completely separate things.",not_sarcastic,4574,False
GEN-139,GEN,GEN-sarc-notsarc.csv,139,I'll take these questions (one at a time) in the other thread.,not_sarcastic,3365,False
GEN-140,GEN,GEN-sarc-notsarc.csv,140,"It's ashame that everyone keeps looking for the judiciary to do the legislature's work. When will the people press Congress to take up abortion? It is the job of Congress after all, to address the issues desired by it's constituents.",not_sarcastic,3932,False
GEN-141,GEN,GEN-sarc-notsarc.csv,141,"You still haven't learned what Google is have you Yankee Fan?HowStuffWorks ""Artificial Life""Artificial Life Likely in 3 to 10 Years - Science - redOrbitAnd relying entirely on insults is not a good way of gaining credibility. It didn't work on Livewire, it won't work here. ",not_sarcastic,8927,False
